"lncRNAs","Genes","Counts","listTotal","popHits","popTotal","foldEnrichment","hyperPValue","miRNAs","cor","corPValue","regSim","sppc"
"ENSG00000234456","ENSG00000139926","2","2","31","277","8.93548387096774","0.0121644953696437","hsa-miR-374b-5p,hsa-miR-374a-5p",0.910609253517474,6.12660716327688e-27,0.939069341649141,-0.000366072563735886
"ENSG00000234456","ENSG00000165424","2","2","32","277","8.65625","0.0129754617276199","hsa-miR-374b-5p,hsa-miR-374a-5p",0.670516090107854,2.69786461383268e-10,0.987806619414284,0.00774296674452163
"ENSG00000234456","ENSG00000173706","2","2","29","277","9.55172413793103","0.0106210432689792","hsa-miR-374b-5p,hsa-miR-374a-5p",0.812604033697518,3.46085012096987e-17,0.920787622482596,0.00138370477461491
"ENSG00000232956","ENSG00000025772","1","1","12","277","23.0833333333333","0.043321299638989","hsa-miR-24-3p",0.42271579598085,0.000182924243996322,0.919214393418487,0.0665485369743964
"ENSG00000232956","ENSG00000101255","1","1","10","277","27.7","0.0361010830324907","hsa-miR-24-3p",0.430527887772345,0.000138136651533503,0.97391098594606,0.0585962628332514
"ENSG00000232956","ENSG00000163468","1","1","6","277","46.1666666666667","0.0216606498194944","hsa-miR-24-3p",0.445267166482037,7.98047381442917e-05,0.830118774368741,0.0354805757472223
"ENSG00000232956","ENSG00000133612","1","1","10","277","27.7","0.0361010830324907","hsa-miR-24-3p",0.406576545098815,0.000319961166623633,0.841640914719386,0.0394530807324977
"ENSG00000232956","ENSG00000176619","1","1","4","277","69.25","0.0144404332129962","hsa-miR-24-3p",0.326910994524285,0.00346542881055794,0.633078592509873,0.024583340448905
"ENSG00000232956","ENSG00000047634","1","1","10","277","27.7","0.0361010830324907","hsa-miR-24-3p",0.299714652098216,0.00686915987180433,0.987361082141178,0.0662341827770587
"ENSG00000232956","ENSG00000147799","1","1","1","277","277","0.00361010830324893","hsa-miR-24-3p",0.395214281688673,0.000466564822173954,0.863582033795121,0.0426381106562966
"ENSG00000232956","ENSG00000116857","1","1","6","277","46.1666666666667","0.0216606498194944","hsa-miR-24-3p",0.463716065535827,3.87319501278211e-05,0.919594802788727,0.043274359693298
"ENSG00000232956","ENSG00000106003","1","1","9","277","30.7777777777778","0.0324909747292418","hsa-miR-24-3p",0.380144008108703,0.00075413162970807,0.743212466253101,0.0313991034921828
"ENSG00000232956","ENSG00000137692","1","1","7","277","39.5714285714286","0.0252707581227435","hsa-miR-24-3p",0.436781443803723,0.000109782989218119,0.716492880109343,0.0253591376522028
"ENSG00000232956","ENSG00000163995","1","1","2","277","138.5","0.00722021660649808","hsa-miR-24-3p",0.326244062981769,0.00352665240839992,0.982925119204689,0.063100893136952
"ENSG00000215417","ENSG00000131389","5","7","37","277","5.34749034749035","0.000568231778580936","hsa-miR-130a-3p,hsa-miR-454-3p,hsa-miR-301a-3p,hsa-miR-301b-3p,hsa-miR-130b-3p",0.300041680997272,0.00681530986326755,0.998220037857267,0.0862940131325136
"ENSG00000215417","ENSG00000105976","5","7","34","277","5.81932773109244","0.000370150725796414","hsa-miR-130a-3p,hsa-miR-454-3p,hsa-miR-301a-3p,hsa-miR-301b-3p,hsa-miR-130b-3p",0.279281572394553,0.0110470811656067,0.702373228623744,0.051900449515325
"ENSG00000215417","ENSG00000152413","5","7","31","277","6.38248847926267","0.000230601941624451","hsa-miR-130a-3p,hsa-miR-454-3p,hsa-miR-301a-3p,hsa-miR-301b-3p,hsa-miR-130b-3p",0.368602754527315,0.00107310556909802,0.955447821248114,0.0143948782980904
"ENSG00000234912","ENSG00000106344","1","1","1","277","277","0.00361010830324893","hsa-miR-495-3p",0.330772988140529,0.00312890119232555,0.656903463962654,0.0198425238846807
"ENSG00000234912","ENSG00000189007","1","1","6","277","46.1666666666667","0.0216606498194944","hsa-miR-495-3p",0.600174236226085,3.980047938316e-08,0.932528885960948,0.00740231851826512
"ENSG00000255717","ENSG00000188706","3","6","42","277","3.29761904761905","0.0467881393871849","hsa-miR-326,hsa-miR-377-3p,hsa-miR-330-5p",0.255361698737834,0.0185072449221654,0.721350763993505,0.028858485043029
"ENSG00000255717","ENSG00000025772","3","6","12","277","11.5416666666667","0.00116504797220786","hsa-miR-326,hsa-miR-330-5p,hsa-miR-421",0.392918224848531,0.000502711736246962,0.664616382549076,0.0425105051896095
"ENSG00000255717","ENSG00000198720","2","6","16","277","5.77083333333333","0.0410290456453907","hsa-miR-326,hsa-miR-330-5p",0.39861402060276,0.000417350252004883,0.467650591533667,0.0103924778335243
"ENSG00000255717","ENSG00000171552","1","6","1","277","46.1666666666667","0.0216606498194944","hsa-miR-377-3p",0.22405716310231,0.0341727078120695,0.833683732321174,0.0287725944798867
"ENSG00000255717","ENSG00000176619","2","6","4","277","23.0833333333333","0.00230894448832253","hsa-miR-326,hsa-miR-330-5p",0.322487233018691,0.00388956105553572,0.383002735027609,-0.00120639519497975
"ENSG00000255717","ENSG00000163032","1","6","2","277","23.0833333333333","0.0429288965625489","hsa-miR-21-5p",0.506294438799792,6.18031325123983e-06,0.908682768128055,0.129035719291974
"ENSG00000255717","ENSG00000164093","2","6","8","277","11.5416666666667","0.0103610470394226","hsa-miR-377-3p,hsa-miR-21-5p",0.417648780206029,0.000218684313571385,0.995827384968823,0.0791321167726255
"ENSG00000255717","ENSG00000162062","1","6","1","277","46.1666666666667","0.0216606498194944","hsa-miR-377-3p",0.421425035133494,0.000191487626962774,0.575594630312633,0.00821425587897928
"ENSG00000255717","ENSG00000111490","1","6","1","277","46.1666666666667","0.0216606498194944","hsa-miR-421",0.434186945811848,0.00012082690027713,0.692218783742328,0.0482240229669131
"ENSG00000234072","ENSG00000136997","1","8","1","277","34.625","0.0288808664259926","hsa-let-7c-5p",0.299641692690783,0.00688122363057781,0.456910716172057,0.00466394871942893
"ENSG00000269821","ENSG00000135632","3","23","10","277","3.61304347826087","0.040952018398057","hsa-miR-761,hsa-miR-214-3p,hsa-miR-3619-5p",0.205707819138775,0.0474580581994618,0.124588671624026,-0.0234117240166173
"ENSG00000269821","ENSG00000198720","5","23","16","277","3.76358695652174","0.00598273978641551","hsa-miR-29c-3p,hsa-miR-29b-3p,hsa-miR-326,hsa-miR-330-5p,hsa-miR-29a-3p",0.262897685156453,0.0158022251134155,0.476256495643602,0.0106880337678975
"ENSG00000269821","ENSG00000082512","3","23","3","277","12.0434782608696","0.000505415162454874","hsa-miR-29c-3p,hsa-miR-29b-3p,hsa-miR-29a-3p",0.223556037288196,0.0344908711188102,0.979464513269119,0.0663595747775833
"ENSG00000269821","ENSG00000142632","3","23","3","277","12.0434782608696","0.000505415162454874","hsa-miR-29c-3p,hsa-miR-29b-3p,hsa-miR-29a-3p",0.422342211834199,0.000185366062656665,0.651601225384496,0.0125911775902705
"ENSG00000269821","ENSG00000115657","3","23","3","277","12.0434782608696","0.000505415162454874","hsa-miR-29c-3p,hsa-miR-29b-3p,hsa-miR-29a-3p",0.303038783480612,0.00633852356868509,0.83555200024531,0.0260574360920397
"ENSG00000269821","ENSG00000114270","3","23","6","277","6.02173913043478","0.00853891308518493","hsa-miR-29c-3p,hsa-miR-29b-3p,hsa-miR-29a-3p",0.291745312259636,0.00829968315359351,0.940181348011203,0.0146626943688468
"ENSG00000269821","ENSG00000106089","3","23","9","277","4.01449275362319","0.030313820597721","hsa-miR-29c-3p,hsa-miR-29b-3p,hsa-miR-29a-3p",0.343806521512165,0.00219554177125464,0.97616757731656,0.0174836792988164
"ENSG00000269821","ENSG00000163995","2","23","2","277","12.0434782608696","0.00661853188929001","hsa-miR-24-3p,hsa-miR-145-5p",0.237376711031633,0.0265448705491905,0.990055755302077,0.0457297113625174
"ENSG00000234741","ENSG00000105281","1","2","3","277","46.1666666666667","0.0215821692042069","hsa-miR-137",0.261384235681543,0.0163171382689218,0.924988524420274,0.00198087488444137
"ENSG00000234741","ENSG00000182199","1","2","3","277","46.1666666666667","0.0215821692042069","hsa-miR-485-5p",0.32310330155058,0.00382789788492142,0.650326109184385,0.0223190703094397
"ENSG00000234741","ENSG00000108107","1","2","1","277","138.5","0.00722021660649841","hsa-miR-137",0.576212385164209,1.67799793661037e-07,0.857671838421443,0.00123460222829186
"ENSG00000235280","ENSG00000125247","1","1","5","277","55.4","0.0180505415162453","hsa-miR-33a-5p",0.307347276184228,0.00570374770866036,0.592631991391011,0.0331832515133376
"ENSG00000235280","ENSG00000123975","1","1","4","277","69.25","0.0144404332129962","hsa-miR-33a-5p",0.262199417870106,0.0160380763470648,0.990288186181011,0.107234587878886
"ENSG00000233016","ENSG00000105464","1","1","6","277","46.1666666666667","0.0216606498194944","hsa-miR-342-3p",0.258415606806632,0.0173679475849845,0.93363247550383,0.0879921900953599
"ENSG00000233016","ENSG00000116455","1","1","4","277","69.25","0.0144404332129962","hsa-miR-342-3p",0.399926951675596,0.000399638833480827,0.727794887569533,0.0302096409949136
